company_name,department,occupation,page,rating,date,title,job_title,employment_status,location,recommend,ceo_approval,business_outlook,pros,cons,city,state,region,full_text,supportive_coworkers_and_teamwork_score,overall_job_satisfaction_score,healthy_work-life_balance_score,pride_and_sense_of_purpose_score,compassion_fatigue_from_difficult_clients_or_students_score,frustration_with_management_or_leadership_score,burnout_and_exhaustion_score,high_staff_turnover_and_instability_score,dissatisfaction_with_pay_score,invisible_labor_score,positive_experience_score,job_title_norm,pay_range,min,max,per,num_salaries,asian_rating,black_or_african_american_rating,caregivers_rating,heterosexual_rating,hispanic_or_latinx_rating,indigenous_american_or_alaska_native_rating,lgbtq_rating,men_rating,middle_eastern_rating,non_veterans_rating,not_a_parent_or_caregiver_rating,parents_guardians_rating,people_with_disabilities_rating,people_without_disabilities_rating,transgender_and_or_non_binary_rating,veterans_rating,white_rating,women_rating,n_real_ratings
HealthTrust Workforce Solutions,Healthcare,Nurse,3,3.1,"Aug 23, 2016",Nurse Manager,Nurse,"Former employee, more than 8 years","Ogden, UT",positive,,neutral,"Great Benefits, supportive environment, average pay",Don't listen well to employees,Ogden,UT,West,"Great Benefits, supportive environment, average pay Don't listen well to employees",0.5970713496208191,0.9635533094406128,0.049430426210165,0.2092400938272476,0.0058584548532962,0.9581229090690612,0.0011309053516015,0.0010704764863476,0.0692933946847915,0.4151480896980501,1.5930021051317451,nurse,,,,,,,,,,,,,,,,,,,,,,,,
Intermountain Health,Healthcare,Nurse,1,3.0,"Feb 3, 2026",Floor Nurse,Nurse,"Current employee, more than 10 years","Murray, UT",negative,negative,negative,Tuition reimbursement and contracts with various schools to reduce cost,"No pension and high cost for insurance, even high deductible",Murray,UT,West,"Tuition reimbursement and contracts with various schools to reduce cost No pension and high cost for insurance, even high deductible",0.0036995154805481,0.0006958427838981,0.0018909050850197,0.0139428060501813,0.005363498814404,0.1049279198050499,0.0042862929403781,0.0375827774405479,0.7882160544395447,0.4667008898686617,0.0148730364744551,nurse,$67K - $94K /yr,67000.0,94000.0,yr,20.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,1,5.0,"Jul 1, 2023",Internal traveler,Nurse,Current employee,,positive,,,Ratios were decent 1:4-5 MS but recently changed to 1:5 day 1:6 night,Ratios and acuity are getting worse,,,,Ratios were decent 1:4-5 MS but recently changed to 1:5 day 1:6 night Ratios and acuity are getting worse,0.0130786392837762,0.0070377625524997,0.0061012092046439,0.0623519271612167,0.0444197878241539,0.577650249004364,0.0786707997322082,0.0976437181234359,0.0314052887260913,0.434159304946661,0.0666612919885665,nurse,$67K - $94K /yr,67000.0,94000.0,yr,20.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,1,4.0,"Dec 1, 2022",Great manager,Nurse,Current employee,,,,,"Great manager, makes it flexible to work with kids","Average base salary, but does have incentive shifts",,,,"Great manager, makes it flexible to work with kids Average base salary, but does have incentive shifts",0.9427648782730104,0.8977406024932861,0.9882889986038208,0.4533551335334778,0.0742857828736305,0.0002970731293316,5.138443520991132e-05,0.0001198035097331,0.0961478427052497,-0.1226294855041487,2.4389751106500626,nurse,$67K - $94K /yr,67000.0,94000.0,yr,20.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,1,5.0,"Oct 13, 2022",Great coworkers,Nurse,"Current employee, less than 1 year","Provo, UT",positive,,positive,Helpful staff that answer questions,Lots of patients on your own,Provo,UT,West,Helpful staff that answer questions Lots of patients on your own,0.9617291688919068,0.2230213284492492,0.1064169555902481,0.0289092063903808,0.0324225537478923,0.0008706937660463,0.0027186330407857,0.000240960609517,0.0015778781380504,0.0139257114133215,1.019208587706089,nurse,$67K - $94K /yr,67000.0,94000.0,yr,20.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,1,4.0,"Jan 28, 2022",Smooth hiring process and attentive leadership,Nurse,Former employee,"Salt Lake City, UT",,,,Leadership was accessible and flexible,Pay is very low compared to rising cost of living in Utah,Salt Lake City,UT,West,Leadership was accessible and flexible Pay is very low compared to rising cost of living in Utah,0.5749731659889221,0.656507134437561,0.8107326626777649,0.1516003012657165,0.008349391631782,0.4998545944690704,0.000162006705068,0.0001403204660164,0.9870149493217468,0.6741288319244632,1.6068035662174225,nurse,$67K - $94K /yr,67000.0,94000.0,yr,20.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,2,5.0,"Feb 20, 2021",Great training,Nurse,Former employee,,,,,"Benefits, structure, coworkers, training, location","Hours, on call, getting called off",,,,"Benefits, structure, coworkers, training, location Hours, on call, getting called off",0.944176435470581,0.974924862384796,0.4169748723506927,0.2144513428211212,0.0026119637768715,0.0771036595106124,0.110092669725418,0.0207789093255996,0.0002887813316192,0.0539116462314268,2.052383132278919,nurse,$67K - $94K /yr,67000.0,94000.0,yr,20.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,2,4.0,"Feb 2, 2021",Float pool RN,Nurse,"Former employee, more than 1 year",,positive,,,"Customizable schedule, 12 hour shifts",No benefits or guaranteed hours as PRN employee,,,,"Customizable schedule, 12 hour shifts No benefits or guaranteed hours as PRN employee",0.0020675677806138,0.1499969959259033,0.0255929846316576,0.0744756087660789,0.0566878505051136,0.4703973233699798,0.1653975546360016,0.90011066198349,0.9661666750907898,1.3390129683539271,0.2202008706517517,nurse,$67K - $94K /yr,67000.0,94000.0,yr,20.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,2,2.0,"Nov 27, 2019",Money Hungry,Nurse,"Former employee, more than 10 years","Salt Lake City, UT",negative,negative,negative,I had great co-workers here and was paid well.,Extremely money hungry. The higher up and big wigs only care about money. Seriously. They're all about doing favors to people and don't care about stepping on anyone's toes while they're at it. They ask for advice from employees then don't follow it. They have fired multiple friends of mine then replaced them with family friends... Seems sketchy? Yeah. It is. All they care about it making money. It has been declining for the past 10 years and will continue. Stay away.,Salt Lake City,UT,West,I had great co-workers here and was paid well. Extremely money hungry. The higher up and big wigs only care about money. Seriously. They're all about doing favors to people and don't care about stepping on anyone's toes while they're at it. They ask for advice from employees then don't follow it. They have fired multiple friends of mine then replaced them with family friends... Seems sketchy? Yeah. It is. All they care about it making money. It has been declining for the past 10 years and will continue. Stay away.,0.2395671159029007,0.3665928542613983,0.0093375174328684,0.0605174340307712,0.0396565236151218,0.9216687083244324,0.0653661340475082,0.9745997786521912,0.7780575752258301,1.4020128408446908,0.5963250254280865,nurse,$67K - $94K /yr,67000.0,94000.0,yr,20.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,2,5.0,"Nov 11, 2017",Staff Nurse,Nurse,"Current employee, less than 1 year",,positive,positive,positive,Transparent leadership culture of safety,"Pay could be more competitive especially since it is difficult to obtain staff in our area Advance is difficult, people stay in their positions for a long time",,,,"Transparent leadership culture of safety Pay could be more competitive especially since it is difficult to obtain staff in our area Advance is difficult, people stay in their positions for a long time",0.0083478465676307,0.0853319317102432,0.0062602353282272,0.032870315015316,0.0019723188597708,0.2199718356132507,0.010844137519598,0.0006179353804327,0.9020183086395264,0.5571922589733731,0.1193756705615669,nurse,$67K - $94K /yr,67000.0,94000.0,yr,20.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,2,3.0,"Jan 31, 2017",Nurse administrator,Nurse,"Current employee, more than 5 years","Salt Lake City, UT",positive,,positive,"Very nice people, hard working","Very matrixed, unwelcoming to ideas from outside Utah. Only benchmark against themselves.",Salt Lake City,UT,West,"Very nice people, hard working Very matrixed, unwelcoming to ideas from outside Utah. Only benchmark against themselves.",0.2111166715621948,0.1452443450689315,0.0523566417396068,0.1404184103012085,0.0173708368092775,0.2219847291707992,0.001878396840766,0.0020488523878157,0.0604235976934433,0.0869259089231491,0.4350739773362875,nurse,$67K - $94K /yr,67000.0,94000.0,yr,20.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,3,3.1,"Aug 23, 2016",Nurse Manager,Nurse,"Former employee, more than 8 years","Ogden, UT",positive,,neutral,"Great Benefits, supportive environment, average pay",Don't listen well to employees,Ogden,UT,West,"Great Benefits, supportive environment, average pay Don't listen well to employees",0.5970713496208191,0.9635533094406128,0.049430426210165,0.2092400938272476,0.0058584548532962,0.9581229090690612,0.0011309053516015,0.0010704764863476,0.0692933946847915,0.4151480896980501,1.5930021051317451,nurse,$67K - $94K /yr,67000.0,94000.0,yr,20.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,1,4.0,"Mar 24, 2025",Stable work,Certified nursing assistant cna,Former employee,"Provo, UT",,,,401k,CNA: patient ratio was 12:1,Provo,UT,West,401k CNA: patient ratio was 12:1,0.8560488820075989,0.1773385852575302,0.5960426330566406,0.511436402797699,0.0713189840316772,0.0492095239460468,0.082690991461277,0.0042764022946357,0.0879827737808227,-0.0488036219030618,1.500973865389824,certified nursing assistant cna,$39K - $50K /yr,39000.0,50000.0,yr,80.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,1,5.0,"Feb 25, 2025",great company to work for him,Certified nursing assistant cna,"Current employee, more than 1 year","Provo, UT",positive,positive,positive,"They create an inclusive and supportive environment that focuses on helping employees grow both professionally and personally. By fostering a culture of collaboration, continuous learning, and mentorship, they ensure that every team member feels valued, empowered, and equipped with the resources needed to succeed.",they are of people so you may feel small,Provo,UT,West,"They create an inclusive and supportive environment that focuses on helping employees grow both professionally and personally. By fostering a culture of collaboration, continuous learning, and mentorship, they ensure that every team member feels valued, empowered, and equipped with the resources needed to succeed. they are of people so you may feel small",0.9621852040290833,0.2902019619941711,0.128439649939537,0.4225238561630249,0.0166276767849922,0.0040830448269844,0.0006714922492392,9.239689825335518e-05,0.0015482536982744,-0.1952578305317729,1.3929535821080208,certified nursing assistant cna,$39K - $50K /yr,39000.0,50000.0,yr,80.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,1,4.0,"Oct 11, 2024",Great,Certified nursing assistant cna,Current employee,,,,,Good company to work for. Very flexible and decent pay.,In float pool expect to be sitting a lot.,,,,Good company to work for. Very flexible and decent pay. In float pool expect to be sitting a lot.,0.9328805208206176,0.9541532397270204,0.98883318901062,0.0977120772004127,0.0084315128624439,0.0029528990853577,0.0073454724624753,5.568211054196581e-05,0.0032018146011978,-0.0320817335923493,2.221514282748103,certified nursing assistant cna,$39K - $50K /yr,39000.0,50000.0,yr,80.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,1,4.0,"Sep 29, 2024",Good place to work,Certified nursing assistant cna,Former employee,"Ogden, UT",,,,Lots of hours to work,Not enough employees for patient amount,Ogden,UT,West,Lots of hours to work Not enough employees for patient amount,0.0001845037477323,0.0815235674381256,0.0014392916345968,0.0279916375875473,0.0444584637880325,0.916978120803833,0.7868587970733643,0.7554643154144287,0.4922711551189422,1.888563621789217,0.1033753192568838,certified nursing assistant cna,$39K - $50K /yr,39000.0,50000.0,yr,80.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,1,4.0,"Sep 25, 2024",Excellent Team support,Certified nursing assistant cna,"Current employee, less than 1 year","Murray, UT",,,,Training and opportunity for advancement,I can't say I feel there are any Cons,Murray,UT,West,Training and opportunity for advancement I can't say I feel there are any Cons,0.0420342236757278,0.7781060338020325,0.0073553407564759,0.0661426708102226,0.0003140911867376,0.0012907341588288,1.725024230836425e-05,0.0001292315137106,0.0007677686517126,-0.0317246496106236,0.8629163750447333,certified nursing assistant cna,$39K - $50K /yr,39000.0,50000.0,yr,80.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,2,4.0,"Sep 16, 2024",CNA Med/surg,Certified nursing assistant cna,"Former employee, more than 1 year","Salt Lake City, UT",positive,neutral,positive,"Great management, teamwork, communication, and transitions to day shift after only a few months.",I don't have any cons to say.,Salt Lake City,UT,West,"Great management, teamwork, communication, and transitions to day shift after only a few months. I don't have any cons to say.",0.9813455939292908,0.9468819499015808,0.3723954558372497,0.3005342483520508,0.0003299522504676,0.0001002718054223,3.0176017389749177e-05,0.0001107347125071,0.0001504722604295,-0.1498087445816054,2.094489559531212,certified nursing assistant cna,$39K - $50K /yr,39000.0,50000.0,yr,80.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,2,3.0,"May 31, 2024",IHC Work review,Certified nursing assistant cna,"Former employee, more than 10 years","Cedar City, UT",,,,Learned some good things while I worked at Cedar City hospital. Had some positive experiences.,"Management is not concerned about employees just about how things look to corporate, making sure we get all good results on patient evaluations that type of thing and saving money! We would be staffed very lean to save $ but then those working would be swamped with patients and expected to give top quality care! Of course we wanted to but it’s physically impossible to meet the needs of every patient when you have too many!",Cedar City,UT,West,"Learned some good things while I worked at Cedar City hospital. Had some positive experiences. Management is not concerned about employees just about how things look to corporate, making sure we get all good results on patient evaluations that type of thing and saving money! We would be staffed very lean to save $ but then those working would be swamped with patients and expected to give top quality care! Of course we wanted to but it’s physically impossible to meet the needs of every patient when you have too many!",0.1713010668754577,0.2998861968517303,0.0564723946154117,0.1117416396737098,0.3395559191703796,0.9700445532798768,0.6169592142105103,0.1370879709720611,0.1326660811901092,1.4356546364724636,0.540404424071312,certified nursing assistant cna,$39K - $50K /yr,39000.0,50000.0,yr,80.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,2,2.0,"Apr 18, 2024",When they took over things went downhill in every area..,Certified nursing assistant cna,"Current employee, more than 8 years","Denver, CO",negative,negative,negative,They didn't reduce base pay just differential pay.,"Micro management to the nth degree. Low morale, willing to work is understaffed",Denver,CO,West,"They didn't reduce base pay just differential pay. Micro management to the nth degree. Low morale, willing to work is understaffed",0.0006111100665293,0.352948397397995,0.0008748957770876,0.0069635086692869,0.0110137602314352,0.984344482421875,0.2493976056575775,0.987233340740204,0.9787466526031494,1.7293384093791246,0.359066809338401,certified nursing assistant cna,$39K - $50K /yr,39000.0,50000.0,yr,80.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,2,5.0,"Feb 29, 2024",Good management,Certified nursing assistant cna,"Current employee, more than 1 year","Murray, UT",positive,positive,positive,"Easy scheduling, friendly environment, cafeteria is good","Can be exhausting, pay is not the best for the job",Murray,UT,West,"Easy scheduling, friendly environment, cafeteria is good Can be exhausting, pay is not the best for the job",0.4613054096698761,0.6569768190383911,0.0161960031837224,0.0021200967021286,0.0203440096229314,0.0206307172775268,0.6615930795669556,0.0002398908836767,0.968200385570526,1.1703265352989547,1.012643950409256,certified nursing assistant cna,$39K - $50K /yr,39000.0,50000.0,yr,80.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,2,4.0,"Feb 26, 2024",One of the better places in town,Certified nursing assistant cna,"Former employee, more than 3 years","St. George, UT",positive,positive,positive,"Tuition reimbursement, organized, and good quality workers",My pay never dramatically increased after working there longer than other CNAs.,St. George,UT,West,"Tuition reimbursement, organized, and good quality workers My pay never dramatically increased after working there longer than other CNAs.",0.97140634059906,0.9476118683815002,0.3106375634670257,0.5108464956283569,0.0086428532376885,0.0666229650378227,0.0056307315826416,1.558701114845462e-05,0.924990713596344,0.2525042565193871,2.214620277285576,certified nursing assistant cna,$39K - $50K /yr,39000.0,50000.0,yr,80.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,3,4.0,"Feb 21, 2024",personal opinion,Certified nursing assistant cna,Former employee,,positive,,positive,great flexibility for hours while being a student,short staffed at times and needing to be in two places at once,,,,great flexibility for hours while being a student short staffed at times and needing to be in two places at once,0.1348116099834442,0.0483567416667938,0.5972281098365784,0.0577796995639801,0.2007919400930404,0.0051464475691318,7.393660780508071e-05,0.4194227755069732,6.431221117964014e-05,0.3340948095392377,0.4914142787456512,certified nursing assistant cna,$39K - $50K /yr,39000.0,50000.0,yr,80.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,3,3.0,"Feb 12, 2024",It's a Short Term Kind of Job,Certified nursing assistant cna,Current employee,"Salt Lake City, UT",,,,"Nice benefits, opportunities for advancements",Low base pay and low raises,Salt Lake City,UT,West,"Nice benefits, opportunities for advancements Low base pay and low raises",0.0448554791510105,0.6769372820854187,0.0228058788925409,0.029632119461894,8.604499453213066e-05,0.0763895958662033,5.1575523684732616e-05,0.0006394332740455,0.4144471287727356,0.231038128495129,0.7442059204913676,certified nursing assistant cna,$39K - $50K /yr,39000.0,50000.0,yr,80.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,3,5.0,"Sep 8, 2023",Great place to work on the floor,Certified nursing assistant cna,"Current employee, less than 1 year","Butte, MT",positive,,positive,"The management and coworkers are great! The patients are rarely a problem. Everyone works together and makes a great team. You normally hear about how awful coworkers in hospitals are, but they are so great here it makes me hesitant to work elsewhere.",It's hospital work. You will probably wipe a butt at some point if that is your scope of practice. It's also in Butte (if that is your location).,Butte,MT,West,"The management and coworkers are great! The patients are rarely a problem. Everyone works together and makes a great team. You normally hear about how awful coworkers in hospitals are, but they are so great here it makes me hesitant to work elsewhere. It's hospital work. You will probably wipe a butt at some point if that is your scope of practice. It's also in Butte (if that is your location).",0.9988261461257936,0.9877500534057616,0.5167770385742188,0.2680270373821258,0.1916438192129135,0.0175203364342451,0.0914638340473175,0.0062385359779,0.0070293750613927,0.1165773035027086,2.1962784603238106,certified nursing assistant cna,$39K - $50K /yr,39000.0,50000.0,yr,80.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,3,1.0,"Apr 26, 2023",Not for women of color,Certified nursing assistant cna,"Former employee, less than 1 year","Wheat Ridge, CO",negative,,,"Patients, the work is rewarding",Some staff are uncomfortable with teammates of a different race. Management does nothing about this even if you complain about the issue.,Wheat Ridge,CO,West,"Patients, the work is rewarding Some staff are uncomfortable with teammates of a different race. Management does nothing about this even if you complain about the issue.",0.0092570343986153,0.4621631801128387,0.037091214209795,0.8254088759422302,0.0050539174117147,0.7876595854759216,0.0013191909529268,0.0341319069266319,0.0018040622817352,0.0042029683827422,1.1067082199733704,certified nursing assistant cna,$39K - $50K /yr,39000.0,50000.0,yr,80.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,3,3.0,"Apr 1, 2023",Good environment,Certified nursing assistant cna,"Current employee, more than 1 year","Grand Junction, CO",positive,neutral,neutral,Learning opportunities are great a lot of nurses assist with teaching you things.,"Pay needs to be better, as a CNA I have opportunities to make more elsewhere, I have only stayed because of the learning environment",Grand Junction,CO,West,"Learning opportunities are great a lot of nurses assist with teaching you things. Pay needs to be better, as a CNA I have opportunities to make more elsewhere, I have only stayed because of the learning environment",0.9892016649246216,0.9082409739494324,0.1952210962772369,0.5396358370780945,0.0286730527877807,0.0065865903161466,5.276356387184933e-05,0.0005187390488572,0.755145788192749,0.1328651933945366,2.152479648590088,certified nursing assistant cna,$39K - $50K /yr,39000.0,50000.0,yr,80.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,4,3.0,"Mar 8, 2023",It’s ok,Certified nursing assistant cna,Former employee,"Grand Junction, Mesa, CO",,,,Learning is good for entry level,Short handed so could be floated out of your unit a lot,Grand Junction,"Mesa, CO",,Learning is good for entry level Short handed so could be floated out of your unit a lot,0.0300165191292762,0.0030959066934883,0.0034932245034724,0.0194767657667398,0.0101007418707013,0.0087828338146209,0.0028049950487911,0.8321966528892517,0.0284711420536041,0.4353674829471856,0.0419624826172366,certified nursing assistant cna,$39K - $50K /yr,39000.0,50000.0,yr,80.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,4,4.0,"Jan 5, 2023",Cna,Certified nursing assistant cna,"Former employee, more than 1 year",,,,,"Good pay, clear schedule and job duties",I worked during Covid and would be moved around too different floors each day.,,,,"Good pay, clear schedule and job duties I worked during Covid and would be moved around too different floors each day.",0.6246587634086609,0.9938350319862366,0.7682778239250183,0.4050034284591675,0.0035839814227074,0.0009277396020479,0.0001469072012696,0.0103686498478055,0.0002898778475355,-0.193873687312589,2.150220587849617,certified nursing assistant cna,$39K - $50K /yr,39000.0,50000.0,yr,80.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,4,4.0,"Dec 19, 2022",Cna,Certified nursing assistant cna,Current employee,,,,,Good pay and the coworkers are great,Short staffed and CNA work is hard,,,,Good pay and the coworkers are great Short staffed and CNA work is hard,0.9890042543411256,0.9823235273361206,0.3455026745796203,0.2874817550182342,0.0658629760146141,0.0096573382616043,0.0407875217497348,0.1521995961666107,0.0007551740854978,0.0277499305084347,2.1124393716454506,certified nursing assistant cna,$39K - $50K /yr,39000.0,50000.0,yr,80.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,4,5.0,"Aug 24, 2022",Intermountain Healtcare-CNA,Certified nursing assistant cna,Current employee,,,,,They compensate very well and management actually listens and understand my problems.,They are understaffed so the work load is really high.,,,,They compensate very well and management actually listens and understand my problems. They are understaffed so the work load is really high.,0.9818995594978333,0.5492742657661438,0.0191474594175815,0.038930743932724,0.0497304685413837,0.0759897679090499,0.1652802675962448,0.0354450531303882,0.0026419279165565,0.240151121513918,1.3244707230478523,certified nursing assistant cna,$39K - $50K /yr,39000.0,50000.0,yr,80.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,4,5.0,"Aug 16, 2022",Na,Certified nursing assistant cna,Current employee,,,,,"Great culture, teams and environment",Prefer not to comment at this time,,,,"Great culture, teams and environment Prefer not to comment at this time",0.9820417761802672,0.4971440732479095,0.0282378364354372,0.6704497933387756,0.0017919907113537,0.0036977974232286,0.000397764990339,6.192774890223518e-05,0.0024186358787119,-0.3303939581201121,1.7506316686049104,certified nursing assistant cna,$39K - $50K /yr,39000.0,50000.0,yr,80.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,5,5.0,"Jun 3, 2022",Great place,Certified nursing assistant cna,Current employee,"Denver, CO",,,,Only work 3 days a week.,The shifts are very long.,Denver,CO,West,Only work 3 days a week. The shifts are very long.,0.34339439868927,0.2911470234394073,0.6816645264625549,0.2150412648916244,0.1344894617795944,0.2854054570198059,0.3051291704177856,0.0529667250812053,0.4492701292037964,0.6922967899590731,1.0508060343563557,certified nursing assistant cna,$39K - $50K /yr,39000.0,50000.0,yr,80.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
Intermountain Health,Healthcare,Nurse,5,4.0,"Jun 2, 2022","Good workplace and culture, behind the competition on pay",Certified nursing assistant cna,Former employee,,,,,"Good work culture, clean buildings and clinics.","Doesn't pay as well as other hospital systems, many units understaffed",,,,"Good work culture, clean buildings and clinics. Doesn't pay as well as other hospital systems, many units understaffed",0.97384911775589,0.4745404422283172,0.639609158039093,0.8466560244560242,0.0001380155445076,0.0001897258334793,5.145698378328234e-05,0.0001446646347176,0.0523890741169452,-0.3968113112932769,2.1597238779067998,certified nursing assistant cna,$39K - $50K /yr,39000.0,50000.0,yr,80.0,3.7,3.0,2.5,3.6,3.2,4.2,3.1,3.3,3.3312500000000003,3.4,3.4,3.5,3.0,3.5,2.8,3.5,3.3312500000000003,3.6,16.0
