company_name,department,occupation,page,rating,date,title,job_title,employment_status,location,recommend,ceo_approval,business_outlook,pros,cons,full_text,supportive_coworkers_and_teamwork_score,overall_job_satisfaction_score,healthy_work-life_balance_score,pride_and_sense_of_purpose_score,compassion_fatigue_from_difficult_clients_or_students_score,frustration_with_management_or_leadership_score,burnout_and_exhaustion_score,high_staff_turnover_and_instability_score,dissatisfaction_with_pay_score,invisible_labor_score,positive_experience_score
Chicago Public Schools,Education,Teacher,1,4.0,"Sep 10, 2019",Chicago Public School Preschool Teacher,Preschool teacher,Current employee,Chicago Public Schools benefits,,,,Make strong relationships with co-workers.,"Teaching assistants often do not get subs, and often there is a shortage of teachers.","Make strong relationships with co-workers. Teaching assistants often do not get subs, and often there is a shortage of teachers.",0.9868166446685791,0.501610279083252,0.9366127252578735,0.6698304414749146,0.030850227922201157,0.03334430605173111,0.08656945079565048,0.02285630814731121,0.05384000390768051,-0.1701877899467945,2.212401956319809
Chicago Public Schools,Education,Teacher,1,3.0,"May 26, 2026","Supportive staff and flexibility, but challenging classroom management",Substitute teacher,Current employee,"Chicago, IL",,,,super flexible and staff always helpful,classroom management can be difficult sometimes,super flexible and staff always helpful classroom management can be difficult sometimes,0.9543228149414062,0.19167280197143555,0.10674457252025604,0.01878991164267063,0.36913326382637024,0.4138510227203369,0.02361152693629265,0.0117235342040658,0.041094545274972916,0.5244010700844228,0.9748796331696212
Chicago Public Schools,Education,Teacher,1,5.0,"May 6, 2026",Rewarding experience but challenging multitasking with kids,Substitute teacher,Current employee,,,,,"Increased creativity, helps with multi-tasking, very rewarding","Hard answering 25 questions at once as children are not patient, but that helps with learning for yourself","Increased creativity, helps with multi-tasking, very rewarding Hard answering 25 questions at once as children are not patient, but that helps with learning for yourself",0.004055296536535025,0.00276707811281085,0.06361658126115799,0.3596225082874298,0.0068739657290279865,0.00010750794172054157,2.6572430215310305e-05,0.002152069006115198,6.178917828947306e-05,-0.173468524353666,0.30733372236136347
Chicago Public Schools,Education,Teacher,1,4.0,"Apr 23, 2026",Good experience for recent college grads looking to start a career in education,Substitute teacher,"Current employee, less than 1 year","Chicago, IL",,,,flexible; good experience for those looking to enter into a teaching career,Flexibility comes at the cost of stability,flexible; good experience for those looking to enter into a teaching career Flexibility comes at the cost of stability,0.01778469979763031,0.009354916401207447,0.004070992581546307,0.00597176980227232,0.009056330658495426,0.010402821004390717,0.0018623648211359978,0.0802067294716835,0.020063169300556183,0.06100508780218661,0.029207764891907573
Chicago Public Schools,Education,Teacher,1,4.0,"Jan 10, 2026",CPS - Substitute Teacher,Substitute teacher,"Current employee, more than 1 year","Chicago, IL",,,,They use an online system called Frontline where substitutes can easily see and accept available assignments. The department that handles new-hire recruitment was very responsive whenever I reached out with a question.,"The online application process was complicated. Many districts use AppliTrack, which I found to be much more user-friendly. CPS did not cover the cost of the drug screening, TB test, or criminal background check, whereas the three other districts I applied to paid these fees. However, I understand that CPS is currently facing financial challenges.","They use an online system called Frontline where substitutes can easily see and accept available assignments. The department that handles new-hire recruitment was very responsive whenever I reached out with a question. The online application process was complicated. Many districts use AppliTrack, which I found to be much more user-friendly. CPS did not cover the cost of the drug screening, TB test, or criminal background check, whereas the three other districts I applied to paid these fees. However, I understand that CPS is currently facing financial challenges.",0.5785531401634216,0.4497849941253662,0.08133257180452347,0.10470138490200043,0.13434326648712158,0.35706913471221924,0.049372751265764236,0.2846022844314575,0.1508360207080841,0.49403322860598564,1.0028921738266945
Chicago Public Schools,Education,Teacher,1,3.0,"Jan 1, 2026",Good if youre retired or broke in your 20s,Substitute teacher,Current employee,"Chicago, IL",positive,negative,positive,-great work life balance. -flexibility. -2 one hour long breaks for prep and then lunch. -good pay.,-inconsistent jobs. -always at a new place. -people arent friendly. -kids are really disrespectful. -have to break up fights. -not rewarding. -screwed for summers.,-great work life balance. -flexibility. -2 one hour long breaks for prep and then lunch. -good pay. -inconsistent jobs. -always at a new place. -people arent friendly. -kids are really disrespectful. -have to break up fights. -not rewarding. -screwed for summers.,0.5243875980377197,0.6430421471595764,0.9912979006767273,0.07788241654634476,0.019402887672185898,0.03038068301975727,0.0001406138762831688,0.8001458644866943,0.023545630276203156,0.4027876602485776,1.5903936084359884
Chicago Public Schools,Education,Teacher,2,4.0,"Nov 23, 2025",CPS Substitute,Substitute teacher,"Current employee, more than 10 years","Chicago, IL",positive,positive,,Kids!!!! I truly enjoy the ay to day interaction with the students!! They are amazing!!,The sheer size of CPS can make it difficult.,Kids!!!! I truly enjoy the ay to day interaction with the students!! They are amazing!! The sheer size of CPS can make it difficult.,0.0005788165144622326,0.8678717613220215,0.06915684044361115,0.43316271901130676,0.37082794308662415,0.006792800035327673,0.007268812507390976,0.17442388832569122,0.004731432069092989,0.16178247053176165,1.2277563331881538
Chicago Public Schools,Education,Teacher,2,3.0,"Oct 3, 2025",CPS Pay rate,Substitute teacher,"Current employee, more than 1 year","Chicago, IL",positive,neutral,neutral,-the schedule is flexible if you're a sub not cadres.,-pays is average. I think it could be better,-the schedule is flexible if you're a sub not cadres. -pays is average. I think it could be better,0.2528459429740906,0.29435598850250244,0.6902485489845276,0.13918820023536682,0.050084393471479416,0.1389775425195694,0.00932965986430645,0.04181909188628197,0.7482820153236389,0.44183817971497774,0.9335058704018593
Chicago Public Schools,Education,Teacher,2,3.0,"Aug 29, 2025",Underpaid,Substitute teacher,"Current employee, more than 5 years","Chicago, IL",,,,"Flexibility, hours, pension based, pick your schools",Teachers are not required to leave lessibs,"Flexibility, hours, pension based, pick your schools Teachers are not required to leave lessibs",0.0981818214058876,0.6645736694335938,0.9514886140823364,0.08040750026702881,0.010951914824545383,0.002259288216009736,0.00011277850717306137,5.60645894438494e-05,0.0025558213237673044,-0.02944144844332186,1.2742599677294493
Chicago Public Schools,Education,Teacher,2,5.0,"Aug 14, 2025",sub,Substitute teacher,Former employee,"Chicago, IL",,,,all on your own schedule,hard to grab different jobs,all on your own schedule hard to grab different jobs,0.00022856103896629065,0.15408068895339966,0.2618565559387207,0.07136835157871246,0.005075332708656788,0.40077558159828186,0.24478355050086975,0.9262397885322571,0.21703453361988068,0.9849308261182159,0.3387066513860191
Chicago Public Schools,Education,Teacher,2,5.0,"Jul 28, 2025",Not bad,Substitute teacher,Current employee,"Chicago, IL",,,,- Fair hours and breaks,- Low pay and occasionally high stress,- Fair hours and breaks - Low pay and occasionally high stress,0.000687965948600322,0.014320523478090763,0.17477817833423615,0.0005005120765417814,0.05779844895005226,0.16962376236915588,0.05808756500482559,0.02139497734606266,0.9424781203269958,0.6679345757002011,0.10260097116406541
Chicago Public Schools,Education,Teacher,3,5.0,"Jul 4, 2025",Great experience,Substitute teacher,"Current employee, more than 1 year","Chicago, IL",positive,positive,positive,Fantastic pay 2023 through 2024 as a cadre sub though this was under the post covid contract that I believe has ended. Wonderful kids and team on Northwest side,Nothing bad to say here,Fantastic pay 2023 through 2024 as a cadre sub though this was under the post covid contract that I believe has ended. Wonderful kids and team on Northwest side Nothing bad to say here,0.9897904396057129,0.9691853523254395,0.6970500946044922,0.1114179864525795,0.0050467331893742085,0.0015780514804646373,3.767418456845917e-05,0.0001243420410901308,0.00025244615972042084,-0.05090884930905304,2.143616719171405
Chicago Public Schools,Education,Teacher,3,3.0,"May 31, 2025",Substitute Teacher,Substitute teacher,"Current employee, more than 1 year","Chicago, IL",,,,flexible schedule for substitutes looking for freedom,not in one classroom every day. you have to move around .,flexible schedule for substitutes looking for freedom not in one classroom every day. you have to move around .,0.21799543499946594,0.41545963287353516,0.9849426746368408,0.3800707161426544,0.1514146476984024,0.04252259433269501,0.009785564616322517,0.009147193282842636,0.028285937383770943,-0.026710945181548595,1.3564805835485458
Chicago Public Schools,Education,Teacher,3,3.0,"May 28, 2025",It does the job,Substitute teacher,"Current employee, more than 1 year","Chicago, IL",,,,You can pick and choose when and where you want to work. Incentive schools are nice because they pay more but they're usually an incentive school for a reason.,"Students vary. Some are really bad and some are really good. You could have a third grade class and they're amazing, and then cover another third grade class in another school and they're terrible.","You can pick and choose when and where you want to work. Incentive schools are nice because they pay more but they're usually an incentive school for a reason. Students vary. Some are really bad and some are really good. You could have a third grade class and they're amazing, and then cover another third grade class in another school and they're terrible.",0.11273665726184845,0.3535861670970917,0.8547860383987427,0.15125146508216858,0.15320421755313873,0.04590202495455742,0.014236719347536564,0.6183158755302429,0.2558118999004364,0.5135290501639247,0.9789702780544758
Chicago Public Schools,Education,Teacher,3,3.0,"May 19, 2025",ESID,Substitute teacher,Current employee,"Chicago, IL",,,,"1. Control over schedule/time off. 2. Most days are pretty chill, with few exceptions.",1. Frontline can be difficult to navigate in the beginning. 2. Students and admin can make or break a school day.,"1. Control over schedule/time off. 2. Most days are pretty chill, with few exceptions. 1. Frontline can be difficult to navigate in the beginning. 2. Students and admin can make or break a school day.",0.19603930413722992,0.07054533064365387,0.6901733875274658,0.0760992169380188,0.2136392891407013,0.08049049973487854,0.011198369786143303,0.054064612835645676,0.012829464860260487,0.20707051688805223,0.6197359152138233
Chicago Public Schools,Education,Teacher,3,5.0,"May 7, 2025",Substitute,Substitute teacher,"Current employee, more than 1 year","Chicago, IL",,,,You get to pick your own hours.,"Everyday looks different, so there isn't a set routine for you.","You get to pick your own hours. Everyday looks different, so there isn't a set routine for you.",0.11296280473470688,0.3272460997104645,0.8493137955665588,0.23384526371955872,0.03658362105488777,0.02143288031220436,0.044583264738321304,0.28243106603622437,0.0500638447701931,0.1320622442290187,1.012009048834443
Chicago Public Schools,Education,Teacher,4,2.0,"May 5, 2025",Choose your assignments carefully,Substitute teacher,"Current employee, more than 10 years","Chicago, IL",,neutral,neutral,You can earn incentives for certain schools and a bonus if you work enough days,Too many teachers don't leave any meaningful plans or activities for students and the students often treat subs poorly. Some schools offer little to no support for subs.,You can earn incentives for certain schools and a bonus if you work enough days Too many teachers don't leave any meaningful plans or activities for students and the students often treat subs poorly. Some schools offer little to no support for subs.,0.19731386005878448,0.10311617702245712,0.5018998980522156,0.6032045483589172,0.28057706356048584,0.15988868474960327,0.1732659488916397,0.4931664764881134,0.04906073957681656,0.4331544227898121,0.9544549323618412
Chicago Public Schools,Education,Teacher,4,4.0,"Apr 25, 2025",Good Place to Work If You Find the Right School,Substitute teacher,Current employee,"Chicago, IL",,,,Flexibility Decent Pay School choice,No health insurance Support from schools can vary Little to no proper onboarding or guide for schools in the district,Flexibility Decent Pay School choice No health insurance Support from schools can vary Little to no proper onboarding or guide for schools in the district,0.005046629812568426,0.8220242857933044,0.265414297580719,0.012953315861523151,0.012773893773555756,0.4060336649417877,0.0019590863958001137,0.531146228313446,0.0020642580930143595,0.4746849244693294,0.9682313938392326
Chicago Public Schools,Education,Teacher,4,3.0,"Apr 5, 2025",Complicated Feelings,Substitute teacher,"Current employee, more than 1 year","Chicago, IL",,,,"-Work is valuable and meaningful -Depending on the nature of the assignment, the work can be overwhelmingly fun and fulfilling.",-Low pay 22/hr -Lack of consistent placements - it's hard to build relationships with students when you are always at a new school.,"-Work is valuable and meaningful -Depending on the nature of the assignment, the work can be overwhelmingly fun and fulfilling. -Low pay 22/hr -Lack of consistent placements - it's hard to build relationships with students when you are always at a new school.",0.030696894973516464,0.37547963857650757,0.13954254984855652,0.8376331329345703,0.002418283373117447,0.002526549156755209,3.594463851186447e-05,0.9332270622253418,0.4782470464706421,0.29003341962743434,1.096498434431851
Chicago Public Schools,Education,Teacher,4,4.0,"Feb 15, 2025",Good place to substitute for decent pay,Substitute teacher,"Current employee, more than 1 year","Chicago, IL",positive,neutral,positive,You can choose what school to go to daily and there is always a need for subs so it's fresh every day. You can choose when you want to work!,Pay is kind of low with no benefits but it comes with the territory.,You can choose what school to go to daily and there is always a need for subs so it's fresh every day. You can choose when you want to work! Pay is kind of low with no benefits but it comes with the territory.,0.19845406711101532,0.7859789133071899,0.9764108061790466,0.2495361715555191,0.04389285296201706,0.008290029130876064,0.003064197488129139,0.3133300542831421,0.34364861249923706,0.24385009938851,1.610176995396614
Chicago Public Schools,Education,Teacher,4,4.0,"Nov 21, 2024",Good Job For Flexibility,Substitute teacher,Current employee,"Chicago, IL",,,,Pick up assignments when you are available to work. Good job for moms. Can Work pretty much in any school.,"Low pay No benefits Sometimes, it can be stressful","Pick up assignments when you are available to work. Good job for moms. Can Work pretty much in any school. Low pay No benefits Sometimes, it can be stressful",0.04156067967414856,0.13765422999858856,0.8821533918380737,0.20501361787319183,0.0806925818324089,0.07215341180562973,0.04660871997475624,0.09883750230073929,0.8071147203445435,0.49367416463792324,0.7636616490781307
Chicago Public Schools,Education,Teacher,5,4.0,"Oct 30, 2024","Great for working when you want, where you want",Substitute teacher,Current employee,"Chicago, IL",positive,,positive,Pros are being able to have a flexible schedule.,"Cons are not getting paid more than 6.25 hours a day. If you work at a school with longer hours, you can find yourself working for free outside of the non-paid lunch.","Pros are being able to have a flexible schedule. Cons are not getting paid more than 6.25 hours a day. If you work at a school with longer hours, you can find yourself working for free outside of the non-paid lunch.",0.006218274589627981,0.4254397749900818,0.8814141154289246,0.03309999778866768,0.015691887587308884,0.041465505957603455,0.03655213862657547,0.07609877735376358,0.8026687502861023,0.49188757222145796,0.8956355369882658
Chicago Public Schools,Education,Teacher,5,5.0,"Oct 28, 2024",Former Substitute,Substitute teacher,Former employee,"Chicago, IL",positive,positive,positive,"Flexible schedule, worked with incredible people.",Travel was difficult at times given the large district,"Flexible schedule, worked with incredible people. Travel was difficult at times given the large district",0.9944982528686523,0.953254222869873,0.9257828593254089,0.32311350107192993,0.00796807836741209,0.00024227755784522742,0.00021313532488420606,3.0275557946879417e-05,0.00010184267739532515,-0.15518035853892798,2.404354467988014
Chicago Public Schools,Education,Teacher,5,4.0,"Aug 5, 2024",good bonuses,Substitute teacher,"Current employee, less than 1 year","Chicago, IL",positive,neutral,neutral,"$1,000 bonus for working 15 days in a month","As always, some lack of respect by students","$1,000 bonus for working 15 days in a month As always, some lack of respect by students",7.717812695773318e-05,0.029368190094828606,0.078789122402668,0.00013069648412056267,0.0042372229509055614,0.0044672260992228985,0.03353739529848099,0.0013410936808213592,0.2439873218536377,0.16154778508644085,0.06891865725447133
Chicago Public Schools,Education,Teacher,5,2.0,"Jun 28, 2024",Unprepared lessons,Substitute teacher,Current employee,"Chicago, IL",,,,The flexibility of the schedule,Lack of preparation by schools & teachers,The flexibility of the schedule Lack of preparation by schools & teachers,0.0003124014474451542,0.006332098972052336,0.49376118183135986,0.00019382657774258405,0.0007537271594628692,0.010083450935781002,0.0024072963278740644,0.02897588536143303,0.00015215731400530785,0.022481425214209594,0.25359236090662307
Chicago Public Schools,Education,Teacher,5,5.0,"Jun 23, 2024",N/a,Substitute teacher,Current employee,"Chicago, IL",,,,You get what you put in.,Lack of resources in low income communities,You get what you put in. Lack of resources in low income communities,0.0358622670173645,0.08927877992391586,0.04812521114945412,0.008059073239564896,0.011737242341041565,0.07129207998514175,0.06396754831075668,0.07012061774730682,0.38166525959968567,0.33027992211282253,0.14628239069133997
Chicago Public Schools,Education,Teacher,6,5.0,"Jun 12, 2024",Excellent Job,Substitute teacher,"Current employee, more than 5 years","Chicago, IL",positive,positive,positive,Great working enviroment and flexibility.,No cons at this time to report.,Great working enviroment and flexibility. No cons at this time to report.,0.9676507115364075,0.9528016448020935,0.9834017753601074,0.05309489741921425,0.002445114776492119,0.0008795581525191665,3.5180666600354016e-05,9.315107308793813e-05,0.0010040384950116277,-0.023690058100328315,2.2100617391988635
Chicago Public Schools,Education,Teacher,6,5.0,"May 31, 2024",Excellent practice and training for new teachers.,Substitute teacher,"Current employee, less than 1 year","Chicago, IL",,,,Flexible schedule with early out most days.,driving in the city anytime,Flexible schedule with early out most days. driving in the city anytime,0.7049065828323364,0.8907061815261841,0.9881096482276917,0.5911359190940857,0.014213587157428265,0.0016759006539359689,0.0006507054786197841,0.00012952704855706543,0.00046379707055166364,-0.2831224513138295,2.3567928820848465
Chicago Public Schools,Education,Teacher,6,3.0,"Jan 9, 2024",Compensation is decent,Substitute teacher,Current employee,"Chicago, IL",,,,- 193.66/day for PEL holders - $420 bonus monthly for 12 or more days of work,- the typical difficulties of working with many children in a high-stress environment,- 193.66/day for PEL holders - $420 bonus monthly for 12 or more days of work - the typical difficulties of working with many children in a high-stress environment,3.973003913415596e-05,0.0008751851855777204,0.00020829637651331723,0.02431124448776245,0.9909972548484802,0.0016644635470584035,0.4386692941188812,0.1618957817554474,0.14681576192378998,1.324949616624508,0.019242564269006834
Chicago Public Schools,Education,Teacher,6,2.0,"Dec 11, 2023",Underfunded. Overcrowded,Substitute teacher,Current employee,,,,,decent incentives if you can stand it,"Kids behave awful, and the teachers do nothing but yell at them. Nothing is standardized across the district, and they fully forgot to inform me when my onboarding was completed.","decent incentives if you can stand it Kids behave awful, and the teachers do nothing but yell at them. Nothing is standardized across the district, and they fully forgot to inform me when my onboarding was completed.",0.00011625630577327684,0.012737360782921314,0.0005843382095918059,0.009010977111756802,0.8493019938468933,0.9053675532341003,0.23485106229782104,0.4600786566734314,0.0502639040350914,1.5751771260984242,0.019874954950864776
Chicago Public Schools,Education,Teacher,6,3.0,"Dec 1, 2023",Wish the system was a little updated,Substitute teacher,"Current employee, more than 5 years","Chicago, IL",positive,,positive,I do enjoy the flexibility of work snd how they don't call or force you to accept assignments. Pay is bi-weekly and its $120/day,The frontline system could be updated to pick schools easier. I also think it's not fair you have to be logged into a school computer to check you paycheck status. It makes it hard to know if any errors occurs. I,I do enjoy the flexibility of work snd how they don't call or force you to accept assignments. Pay is bi-weekly and its $120/day The frontline system could be updated to pick schools easier. I also think it's not fair you have to be logged into a school computer to check you paycheck status. It makes it hard to know if any errors occurs. I,0.4780483841896057,0.9674805402755737,0.9462094306945801,0.18775317072868347,0.01732380874454975,0.28447550535202026,0.004613648168742657,0.0657118707895279,0.6847200989723206,0.4411836569197476,1.9399364218115807
Chicago Public Schools,Education,Teacher,7,3.0,"Oct 19, 2023","Like it so far, but a lot of surprises",Substitute teacher,Current employee,"Chicago, IL",,,,Being able to stay in one school where you know the staff and the students. Being able,"You dont get paid for holidays unless your contract says so. They dont let you know your new payment rate until the beginning of the year. They dont let you know if your school for this year is not long an Incentive school. As cadre, you dont have sick days and do not have the option to upgrade your vision or dental insurance.","Being able to stay in one school where you know the staff and the students. Being able You dont get paid for holidays unless your contract says so. They dont let you know your new payment rate until the beginning of the year. They dont let you know if your school for this year is not long an Incentive school. As cadre, you dont have sick days and do not have the option to upgrade your vision or dental insurance.",0.6966872215270996,0.8734734058380127,0.8450283408164978,0.5697916150093079,0.041806213557720184,0.37749260663986206,0.031433869153261185,0.13642875850200653,0.6735838055610657,0.3716453071683645,2.245846703648567
Chicago Public Schools,Education,Teacher,7,2.0,"Oct 5, 2023",Flexible schedule but rough environment.,Substitute teacher,Current employee,"Chicago, IL",,,,Flexible schedule. You decide when you work.,"Jobs can be cancelled at any moment. Some school will make you cover a class that isn't the one you signed up for, and you sometimes will have to hassle a school to fix your paycheck.","Flexible schedule. You decide when you work. Jobs can be cancelled at any moment. Some school will make you cover a class that isn't the one you signed up for, and you sometimes will have to hassle a school to fix your paycheck.",0.04594951495528221,0.6714895367622375,0.8165441155433655,0.13038599491119385,0.025580067187547684,0.04494119808077812,0.007424211595207453,0.12110146135091782,0.4874587953090668,0.28816699190065265,1.2120132269337773
Chicago Public Schools,Education,Teacher,7,4.0,"Sep 9, 2023",great experience,Substitute teacher,Current employee,"Chicago, IL",,,,other teachers and the students,hard to navigate with little support,other teachers and the students hard to navigate with little support,0.000661926344037056,0.0037422170862555504,0.0010614615166559815,0.001693052938207984,0.9497765898704529,0.26642531156539917,0.2681807577610016,0.4411540925502777,0.03847173601388931,1.3526922437595204,0.006039182306267321
Chicago Public Schools,Education,Teacher,7,5.0,"Sep 7, 2023",Excellent Beginning,Substitute teacher,"Current employee, less than 1 year","Chicago, IL",positive,positive,positive,New Faculty and Students to remember everyday.,The challenge of keeping a classroom in order.,New Faculty and Students to remember everyday. The challenge of keeping a classroom in order.,0.024307122454047203,0.001154520781710744,0.011908166110515594,0.09826730936765671,0.001511703827418387,0.003228842979297042,0.0014007518766447902,0.7529572248458862,0.008816415444016457,0.3359021166979801,0.09903942770324647
Chicago Public Schools,Education,Teacher,7,3.0,"Aug 17, 2023",Work varies depending on location,Substitute teacher,"Former employee, more than 1 year","Chicago, IL",,,,Flexibility to work when you like. Different work day everyday. Develop relationships with various schools to stay working.,Work day can vary drastically depending on where you are sent.,Flexibility to work when you like. Different work day everyday. Develop relationships with various schools to stay working. Work day can vary drastically depending on where you are sent.,0.6618961691856384,0.822068989276886,0.9926062822341919,0.3725665211677551,0.1817089021205902,0.05624226853251457,0.021858585998415947,0.4785495698451996,0.059476952999830246,0.26899139769375324,2.094219148159027
Chicago Public Schools,Education,Teacher,8,4.0,"Aug 9, 2023",Work life,Substitute teacher,"Current employee, more than 5 years","Chicago, IL",positive,positive,positive,"Working at CPS is can be enjoyable. You get a chance to work with a variety of children and staff. Also, there are monetary incentives available for working fifteen-twenty one days.",No stability with daily placement. Sometimes the work environment can be stressful.,"Working at CPS is can be enjoyable. You get a chance to work with a variety of children and staff. Also, there are monetary incentives available for working fifteen-twenty one days. No stability with daily placement. Sometimes the work environment can be stressful.",0.014543646015226841,0.028863506391644478,0.03704260289669037,0.00884512159973383,0.029501570388674736,0.021543730050325394,0.0031176828779280186,0.07137585431337357,0.0024501848965883255,0.0685061844997108,0.06492638355121017
Chicago Public Schools,Education,Teacher,8,5.0,"Aug 7, 2023",Good experience as long as you pick the right schools,Substitute teacher,"Current employee, more than 1 year",,,,,Subs can pick school assignments. Some schools are very welcoming to subs. Many teachers also leave excellent plans and remain in communication with subs.,Certain schools have poor school culture. There is no student accountability. These also tend to be schools where sub plans are often lacking or missing and where subs are given additional assignments without warning.,Subs can pick school assignments. Some schools are very welcoming to subs. Many teachers also leave excellent plans and remain in communication with subs. Certain schools have poor school culture. There is no student accountability. These also tend to be schools where sub plans are often lacking or missing and where subs are given additional assignments without warning.,0.5812610983848572,0.04200781509280205,0.09831522405147552,0.3758559823036194,0.05709437280893326,0.3536061942577362,0.03580125793814659,0.37311267852783203,0.03678920492529869,0.2724480852484703,0.8090032376348972
Chicago Public Schools,Education,Teacher,8,1.0,"Jul 19, 2023",No accountability,Substitute teacher,Current employee,,,,,Pay and benefits are great,Principles and students and parents of zero accountability to get anything done.,Pay and benefits are great Principles and students and parents of zero accountability to get anything done.,0.004555527586489916,0.45284250378608704,0.07618648558855057,0.019058426842093468,0.09232059121131897,0.7703136205673218,0.008076210506260395,0.02031542733311653,0.025134069845080376,0.47566899936646223,0.5086462124017999
Chicago Public Schools,Education,Teacher,8,4.0,"Jul 12, 2023",Great in-between gig,Substitute teacher,Current employee,,,,,"Great job , great flexibility...as long as you find a good school to work....my recommendation is to explore different schools until you find a great fit....once you find a school you like.....STAY.....I was told to just show up everyday and they'll have work for me",It's trial by fire.....it can be challenging at first but stick in there it gets easier,"Great job , great flexibility...as long as you find a good school to work....my recommendation is to explore different schools until you find a great fit....once you find a school you like.....STAY.....I was told to just show up everyday and they'll have work for me It's trial by fire.....it can be challenging at first but stick in there it gets easier",0.22438892722129822,0.9742652177810669,0.8680006861686707,0.20106926560401917,0.07164637744426727,0.440248042345047,0.0008325121598318219,0.13269560039043427,0.002807889599353075,0.24190842860843986,1.7273592054843903
Chicago Public Schools,Education,Teacher,8,3.0,"Jun 23, 2023",Flexible,Substitute teacher,Current employee,"Chicago, IL",,,,Flexible schedule Easy to pick schools,More than likely teachers have not prepared lessons.,Flexible schedule Easy to pick schools More than likely teachers have not prepared lessons.,0.14595523476600647,0.13168184459209442,0.8957288861274719,0.18618007004261017,0.024186642840504646,0.019379153847694397,0.012206357903778553,0.0118258036673069,0.0023177149705588818,-0.04598235874436796,0.8286477662622929
Chicago Public Schools,Education,Teacher,9,3.0,"Jun 13, 2023",Sometimes good,Substitute teacher,Current employee,"Chicago, IL",,,,Schedule location coworkers admin kids,Admin politics kids disciplinary stuff,Schedule location coworkers admin kids Admin politics kids disciplinary stuff,0.0018937467830255628,0.050970062613487244,0.022504989057779312,0.027372727170586586,0.001432902179658413,0.6624106764793396,0.018574466928839684,0.027305589988827705,0.00433846702799201,0.35299014672636986,0.08417241260758601
Chicago Public Schools,Education,Teacher,9,4.0,"May 26, 2023",Average pay,Substitute teacher,"Current employee, more than 1 year","Chicago, IL",positive,positive,positive,"Bonuses, prep periods, short day, flexible, gig work","Even if you work full time, pay is low because all the days off, no benefits","Bonuses, prep periods, short day, flexible, gig work Even if you work full time, pay is low because all the days off, no benefits",0.03988061472773552,0.12181014567613602,0.6107373237609863,0.09095486998558044,0.009000333026051521,0.10218987613916397,0.0075159575790166855,0.08801230788230896,0.8912666440010071,0.5095231863670051,0.5253054210916162
Chicago Public Schools,Education,Teacher,9,4.0,"May 21, 2023",Substitute Teacher,Substitute teacher,"Current employee, more than 1 year","Chicago, IL",,,,Flexibility. You choose which days and which schools you want to work at based on availability. Mondays and Fridays typically need the most sub coverage. Make nice with the clerks and you'll be the first to know when teachers need time off.,"Sometimes your assignments can be swapped last minute. Every classroom is different. Set your rules and expectations, keep a watchful eye and interact with the students. You have your good days and bad days, but the good mostly outnumbered the bad.","Flexibility. You choose which days and which schools you want to work at based on availability. Mondays and Fridays typically need the most sub coverage. Make nice with the clerks and you'll be the first to know when teachers need time off. Sometimes your assignments can be swapped last minute. Every classroom is different. Set your rules and expectations, keep a watchful eye and interact with the students. You have your good days and bad days, but the good mostly outnumbered the bad.",0.7165296673774719,0.7238408923149109,0.9259644746780396,0.15410107374191284,0.14688092470169067,0.030658356845378876,0.055253807455301285,0.09124040603637695,0.019768478348851204,0.15919758472591639,1.8397961854934692
Chicago Public Schools,Education,Teacher,9,4.0,"Apr 25, 2023",Substitute Teacher,Substitute teacher,"Former employee, less than 1 year","Chicago, IL",positive,,,Flexibility. Great Paid. The option to select the schools you want to sub at.,No health insurance and the unknowing of how the day is going to be,Flexibility. Great Paid. The option to select the schools you want to sub at. No health insurance and the unknowing of how the day is going to be,0.0007750416407361627,0.07610403001308441,0.26695287227630615,0.0056173368357121944,0.00014510676555801183,0.00020646635675802827,4.637463280232623e-05,0.0002656749275047332,0.00030329934088513255,-0.002265743398311315,0.21437475000857376
Chicago Public Schools,Education,Teacher,9,3.0,"Apr 22, 2023",Math teacher,Substitute teacher,Former employee,,,,,Very good job at training and support,Pay is very low compared to suburbs,Very good job at training and support Pay is very low compared to suburbs,0.9560473561286926,0.4350549578666687,0.20799164474010468,0.22938042879104614,0.011906980536878109,0.026644455268979073,0.0006569727556779981,0.00045009926543571055,0.9736679196357727,0.39527823084790725,1.4281216189265251
Chicago Public Schools,Education,Teacher,10,3.0,"Apr 20, 2023",working toward something better,Substitute teacher,Current employee,"Chicago, IL",,,,I'm getting classroom experience and alright pay,the disrespect from some students and even other faculty,I'm getting classroom experience and alright pay the disrespect from some students and even other faculty,0.00010140740050701424,0.6870366930961609,0.00758094247430563,0.0005111093050800264,0.020480716601014137,0.05958927050232887,0.012653362937271595,0.02965911664068699,0.8345452547073364,0.48965516666066833,0.691286551862504
