company_name,department,occupation,page,rating,date,title,job_title,employment_status,location,recommend,ceo_approval,business_outlook,pros,cons,city,state,region
Tenet Healthcare,Healthcare,Nurse,13,1.0,"Oct 14, 2022",They only care about profit,Registered nurse,"Current employee, more than 8 years","Modesto, CA",negative,negative,negative,"I have worked at Tenet for over 10yrs. I have had the pleasure to work with amazing RNs, LVNs, LPTs and psych techs. That is why I stayed.","Even in California, where we have ratio laws, we are constantly over ratio. The company does not care. They blame it on the pandemic but it has always been like this. They keep staffing at a bare minimum. They expect RN to break techs, they don’t have any break relief, they use managers to break nurses and they don’t want to take care of the pts needs. They cut staff as soon as there are discharges, even 1 hour before the end of the shift. When you have had 9 high acuity pts all day and they start sending nurse home, it’s defeating. I have tried all manners of addressing the issue. They don’t care. It’s all about numbers and profit. The pts are violent and they still won’t staff by acuity. Someone will be severely injured and /or killed by a violent, methamphetamine high pt someday. I have seen the worst assaults on staff regularly. Tenet just doesn’t care about the staff or pts.",Modesto,CA,West
Tenet Healthcare,Healthcare,Nurse,13,3.0,"Oct 5, 2022",competive pay,Registered nurse,"Current employee, more than 10 years","South Palm Beach, FL",positive,positive,positive,competitive pay compared to other hospitals,staffing shortage too many traveling nurses,South Palm Beach,FL,South
Tenet Healthcare,Healthcare,Nurse,13,1.0,"Sep 15, 2022",It’s a sinking ship folks.  At least it is in my location,Registered nurse,Former employee,,negative,negative,negative,"There are some good people, and the pay is reasonable, that is, when they do pay you . I have worked in more deplorable places and although they are criminal, they are still not the worst .",They are openly defiant about state labor laws and people aren’t always paid properly.,,,
Tenet Healthcare,Healthcare,Nurse,14,2.0,"Sep 7, 2022",Tenet can and should do better for their patients and staff.,Registered nurse,Current employee,,negative,negative,,I like the dedication of my coworkers.,Tenet's upper management puts profits of patient care. Understaffs units. Does not make the necessary infrastructure repairs to keep the hospital functioning in a timely manner. They are reactive instead of proactive. Does no follow state labor laws in reference to cover staff meal and rest breaks. Does not compensate the employees for missed meal and rest breaks based on California labor laws.,,,
Tenet Healthcare,Healthcare,Nurse,14,2.0,"Aug 19, 2022",Corporate BS,Registered nurse,"Current employee, more than 5 years","Birmingham, AL",negative,negative,positive,"Pay for some positions- float pool, prn, etc., staff pay is terrible",Corporate model of doing more with less to save money is ruining healthcare and running off nurses,Birmingham,AL,South
Tenet Healthcare,Healthcare,Nurse,14,1.0,"Aug 14, 2022","Low pay, no incentive",Registered nurse,"Current employee, more than 3 years","Saint Louis, MO",,,,Good co workers and hours,"They pay the worst in our area and we are losing benefits. It doesn't make sense. Everyone is leaving for better pay and I don't want to, but they leave little choice.",Saint Louis,MO,Midwest
Tenet Healthcare,Healthcare,Nurse,14,2.0,"Jul 18, 2022",Hate this place,Registered nurse,"Current employee, more than 5 years",,,negative,neutral,Made real friendship connections with coworkers,"Pay, working conditions, no breaks",,,
Tenet Healthcare,Healthcare,Nurse,14,1.0,"Jul 7, 2022",Not for me,Registered nurse,"Former employee, more than 8 years",,,,,Good learning experience for a new nurse,"Love working as a nurse, but my license there was not safe. Staffing is horrible.",,,
Tenet Healthcare,Healthcare,Nurse,15,1.0,"May 28, 2022",Staff Nurse,Registered nurse,"Current employee, more than 1 year","San Antonio, TX",negative,,neutral,Flexible hours available to fit most schedules,Benefits are expensive,San Antonio,TX,South
Tenet Healthcare,Healthcare,Nurse,15,3.0,"May 25, 2022",Benefits are excelent,Registered nurse,Current employee,,positive,positive,negative,"3 Hmo dependents, 13th month and incentives",Bias when giving basic salary for nurses who works locally. They are basing your salary on your previous work not with your experience.,,,
Tenet Healthcare,Healthcare,Nurse,15,2.0,"May 23, 2022",Good,Registered nurse,"Former employee, more than 3 years",,,,,Self scheduling and time off,Catered to physicians wants instead of staff needs,,,
Tenet Healthcare,Healthcare,Nurse,15,4.0,"May 23, 2022",Decent Work Environment,Registered nurse,Current employee,,,negative,negative,Willing to work with your schedule.,"Lots of patients, not a lot of nurses or CNAs. Staffing ratios are heavy which leads to heavy workload.",,,
Tenet Healthcare,Healthcare,Nurse,15,3.0,"May 8, 2022",Working at Tenet,Registered nurse,"Former employee, more than 5 years","Tucson, AZ",,,,Good benefits and good pay. Plenty of opportunities and overtime.,"Chronically understaffed, administration can be out of touch.",Tucson,AZ,West
Tenet Healthcare,Healthcare,Nurse,16,3.0,"May 5, 2022",Understaffed after pandemic,Registered nurse,Current employee,,,,,Good 401 match for employees with longevity.,Staffing is tough right now. Newer floor nurses are not staying very long because they are feeling overwhelmed initially.,,,
Tenet Healthcare,Healthcare,Nurse,16,3.0,"Apr 27, 2022",It’s ok,Registered nurse,Former employee,"San Antonio, TX",,,,One of the higher paying hospitals,Nurse to patient ratios never matter,San Antonio,TX,South
Tenet Healthcare,Healthcare,Nurse,16,2.0,"Apr 14, 2022",Ok,Registered nurse,Current employee,,,neutral,negative,"Opportunity with over time, great overtime contract bonuses.",Excepts you to clock out for lunch even though you didn't have one and constantly working. Short staffed. Annual pay raise is a joke.,,,
Tenet Healthcare,Healthcare,Nurse,16,3.0,"Apr 12, 2022","Great people, difficulty retaining staff",Registered nurse,"Current employee, more than 1 year","Phoenix, AZ",positive,negative,neutral,"Great people, always willing to help each other.","Short -staffed, poor equipment, no transport",Phoenix,AZ,West
Tenet Healthcare,Healthcare,Nurse,16,1.0,"Apr 8, 2022",NO,Registered nurse,Current employee,"Columbia, SC",,,,"None, would not advise employment","Dont Do it, not worth it",Columbia,SC,South
Tenet Healthcare,Healthcare,Nurse,17,1.0,"Mar 11, 2022",Rn,Registered nurse,Former employee,"San Antonio, TX",,,,Starting pay for new nurse,"Unsafe assignments , and staffing but that’s all hospitals",San Antonio,TX,South
Tenet Healthcare,Healthcare,Nurse,17,1.0,"Mar 5, 2022",Only Concerned About Their Money,Registered nurse,Current employee,,,negative,neutral,The other nurses and techs are kind and welcoming.,"Tenet does not care about their employees. They are only concerned about their bottom line and how much money they can make. They making getting PTO difficult and even more difficult to actually use. They claim they can force you to take required overtime (up to 4 extra while shifts in a 6 week period) and will punish you with extra patients if you don’t pick up enough extra shifts. Education is lacking. You can only move up in rank if you are friends with the right people, or can survive the abuse long enough with a smile on your face. There is no incentive for hard work, going the extra mile, or even staying for years. No bonuses for anything, except the one time they gave us a voucher for a single meal in the cafeteria which was useless for night shift because the cafeteria is closed from 6:30pm until 6:30am. If you value yourself as a worker, don’t work here.",,,
Tenet Healthcare,Healthcare,Nurse,17,1.0,"Feb 23, 2022",Terrible Corporation,Registered nurse,"Current employee, more than 8 years",,negative,negative,negative,Union facility monetary compensation is good.,"Inept upper management. Anything that was taken over by corporate (HR payroll issues ect.) Is a nightmare to deal with. MEDICAL INSURANCE IS AWFUL. My description of corporate values is summed up by these statements. ""Profit before Patients"" ""Census over safety."" Morale has tanked.",,,
Tenet Healthcare,Healthcare,Nurse,17,4.0,"Feb 18, 2022",Tenet Health Care Hospital’s,Registered nurse,Current employee,,positive,neutral,positive,Smaller hospitals like Princeton and Shelby have great staff nurses.,Management is horrible at Shelby Baptist Hospital,,,
Tenet Healthcare,Healthcare,Nurse,17,3.0,"Feb 10, 2022",S,Registered nurse,Current employee,"Phoenix, AZ",negative,neutral,neutral,Other workers are good to work with.,Heavy ratio. Only very little increase in pay rate per year.,Phoenix,AZ,West
Tenet Healthcare,Healthcare,Nurse,18,1.0,"Feb 1, 2022",Payment issues,Registered nurse,"Current employee, more than 3 years",,negative,negative,negative,No pros. The place is a mess.,Payment is always missing money. If you come to work for this company be ready to work and get paid 2 months later. Be attentive with your paycheck because they will steal from you.,,,
Tenet Healthcare,Healthcare,Nurse,18,3.0,"Jan 23, 2022",OKAY FOR NOW,Registered nurse,Current employee,"Joshua Tree, CA",,,,"Shorter commute, less acuity, and decent pay","Poor management, less funding, and less resources",Joshua Tree,CA,West
Tenet Healthcare,Healthcare,Nurse,18,1.0,"Jan 12, 2022",Free for all,Registered nurse,"Current employee, more than 3 years","Rock Hill, SC",negative,negative,negative,The insurance premium is reasonable and coverage is comprehensive.,"No onboarding, no classes for EMR (just figure it out on the job), no masks required by staff unless directly in front of patients, if you contract covid and are asymptomatic - ""keep working"", no vaccine mandate, no direction by the administration, and the HR person used to be one of the security guards...",Rock Hill,SC,South
Tenet Healthcare,Healthcare,Nurse,18,4.0,"Jan 11, 2022","Good pay, always short-staffed",Registered nurse,"Former employee, more than 10 years","Nashville, TN",positive,positive,positive,The Specialty Surgical Hospital is usually quite busy. You will get your hours (and more) if you work when there's work to do.,"Like all healthcare facilities nowadays, they call you off if census is low. Sometimes you need to be flexible with your schedule and change your days off, BUT it all balances out if you work OT during busy times.",Nashville,TN,South
Tenet Healthcare,Healthcare,Nurse,18,2.0,"Jan 7, 2022",Experience Hub Only,Registered nurse,Current employee,"Anaheim, CA",negative,neutral,negative,Los Alamitos is an acute hospital that where a nurse can gather experience from and move onward from. They pay very well.,"The stress experienced is not worth a long period of employment, this has been the trend since 2015 when the present CNO arrived. She runs a skeleton crew, every leadership from Director and below have either quit or resigned because of her incompetence. The following pertains only to the ER, it is very disorganized due to the incompetence of day-shift charge nurses. Supplies are scattered and mismanaged, equipment is broken and not serviced. There is very poor communication between charge nurses and the rest of ER staff. Logistical flow of patients is poor due to lengthy patient care processes in place. It is not safe for patients because of these problems. The chief problems are the CNO and day-shift charge nurses.",Anaheim,CA,West
Tenet Healthcare,Healthcare,Nurse,19,3.0,"Dec 18, 2021",Overworked and underpaid,Registered nurse,"Current employee, more than 1 year","Worcester, MA",negative,neutral,neutral,Great Co-workers and good new grad experience.,"Constantly short staffed, management is always trying to send support staff home early thus giving you more things to do. Pay is lower than that at other area hospitals and health insurance is expensive.",Worcester,MA,Northeast
Tenet Healthcare,Healthcare,Nurse,19,4.0,"Nov 26, 2021",Great Place to work,Registered nurse,"Current employee, more than 8 years","Houston, TX",positive,positive,,Great learning opportunity.,None that i know of,Houston,TX,South
Tenet Healthcare,Healthcare,Nurse,19,4.0,"Nov 19, 2021",Great Work Family!! Love them,Registered nurse,"Current employee, less than 1 year",,positive,positive,positive,"Very supportive and diverse work family, including department managers. PTO, Tuition reimbursement, Aetna insurance plans, 401k, and opportunity to buy company stocks quarterly. So far, I'm pretty happy. This is coming from an 'older' new grad nurse.",Haven't been here long enough.,,,
Tenet Healthcare,Healthcare,Nurse,19,1.0,"Nov 15, 2021",Poorly Managed,Registered nurse,Former employee,,,,,"You may work with some great employees, but it’s the luck of the draw","Management does not care about staffing, it’s simply a business.",,,
Tenet Healthcare,Healthcare,Nurse,19,5.0,"Nov 3, 2021",Nurse,Registered nurse,"Former employee, less than 1 year","Joshua Tree, CA",,,,Worked well with their nurses,Rural area and we received lower pay,Joshua Tree,CA,West
Tenet Healthcare,Healthcare,Nurse,20,3.0,"Nov 2, 2021",etenet healthcare,Registered nurse,Former employee,"Houston, TX",positive,neutral,neutral,"management was good,employees were happy",could of matched better on 401k and education,Houston,TX,South
Tenet Healthcare,Healthcare,Nurse,20,2.0,"Oct 25, 2021","CEO reports huge profits, not given raises , nurses on strike, poor staffing and cheap supplies",Registered nurse,"Current employee, more than 5 years","West Palm Beach, FL",negative,negative,negative,the people who work there have heart and band together,Management Corporate No incentives No stock purchasing available anymore no mandated annual raise,West Palm Beach,FL,South
Tenet Healthcare,Healthcare,Nurse,20,1.0,"Oct 24, 2021",Neglectful,Registered nurse,"Former employee, more than 1 year",,negative,,,Large company with many different locations,Lack of working equipment in hospitals,,,
Tenet Healthcare,Healthcare,Nurse,20,3.0,"Oct 17, 2021",circulating nurse,Registered nurse,Current employee,"San Antonio, TX",positive,neutral,positive,"team work, fast pace, great DON","high turnover rate, too much call, not enough pay",San Antonio,TX,South
Tenet Healthcare,Healthcare,Nurse,20,4.0,"Sep 29, 2021",Nurse,Registered nurse,Current employee,"West Palm Beach, FL",positive,neutral,positive,The hospital offers and communicates opportunities and training.,Many staff have left and the shortage of help is noticeable.,West Palm Beach,FL,South
Tenet Healthcare,Healthcare,Nurse,21,5.0,"Sep 25, 2021",Amazing workplace !,Registered nurse,"Former employee, more than 3 years","Harlingen, TX",positive,positive,positive,The best team I have ever known!!! Amazing company to be employed with!,I don’t have any complaints!,Harlingen,TX,South
Tenet Healthcare,Healthcare,Nurse,21,3.0,"Sep 13, 2021",Profit Driven,Registered nurse,"Current employee, more than 5 years","Mount Pleasant, SC",negative,neutral,negative,Great co-workers. Tools and equipment are adequate.,Profit-driven. Ineffective leadership. Employees do not receive much recognition.,Mount Pleasant,SC,South
Tenet Healthcare,Healthcare,Nurse,21,2.0,"Sep 3, 2021",I used to love my job,Registered nurse,Current employee,"Palm Springs, CA",negative,negative,negative,"Benefits are excellent, base pay is great",Money is more important than patient care to this company. They do not value their nurses like they did when I first started.,Palm Springs,CA,West
Tenet Healthcare,Healthcare,Nurse,21,4.0,"Sep 2, 2021",Good opportunity for growth and change,Registered nurse,Current employee,"Palm Springs, CA",positive,,positive,"Cardiac Center, Trauma Center, Stroke Center",Disconnect between bedside care providers and administrators,Palm Springs,CA,West
Tenet Healthcare,Healthcare,Nurse,21,4.0,"Aug 8, 2021",Good Company,Registered nurse,Current employee,"Huntington Beach, CA",,,,One can say that Tenet has many pros.,"Fortunately, Tenet has a few cons.",Huntington Beach,CA,West
Tenet Healthcare,Healthcare,Nurse,22,4.0,"Jul 31, 2021",After try other places it’s a good place to work,Registered nurse,Current employee,"Fort Lauderdale, FL",positive,positive,neutral,They don’t stress you like most of the companies that are focus totally in the money and costumer services that the employees. No fakes or robotic attitude like other places ….. more humans st the time to take decisions,"Miami Dade facilities are not as luxurious as other companies, they are always lack of tools and modern equipments. Huge disorganization in general.They have some history of being “getto “",Fort Lauderdale,FL,South
Tenet Healthcare,Healthcare,Nurse,22,5.0,"Jul 26, 2021",Ethical and caring company,Registered nurse,Current employee,,positive,positive,positive,Management always has an open door policy which is nice. Benefits are great and there is always an opportunity to advance.,No cons at this time. Great company to work for.,,,
Tenet Healthcare,Healthcare,Nurse,22,4.0,"Jul 9, 2021",Enjoy my work,Registered nurse,Current employee,"San Francisco, CA",,,,Flexible schedule work hours and benefits are good,Change in management can make leadership challenging,San Francisco,CA,West
Tenet Healthcare,Healthcare,Nurse,22,1.0,"Jul 5, 2021",RN job,Registered nurse,"Current employee, less than 1 year","El Paso, TX",negative,negative,,Competitive Extra shift bonus when they need staff,"High Nurse to patient ratio, bad organization",El Paso,TX,South
Tenet Healthcare,Healthcare,Nurse,22,3.0,"Jul 3, 2021",Salary,Registered nurse,"Former employee, more than 10 years","Miami, FL",,,,Family oriented place to work,Pay is Below what you're worth as a nurse.,Miami,FL,South
Tenet Healthcare,Healthcare,Nurse,23,4.0,"Jun 29, 2021",Excellent,Registered nurse,"Former employee, more than 1 year","Palm Beach Gardens, FL",negative,neutral,positive,"cared about employees, fair, generous, handled covid okay","huge company, sometimes hard to have your voice heard",Palm Beach Gardens,FL,South
Tenet Healthcare,Healthcare,Nurse,23,2.0,"Jun 28, 2021",Revolving door,Registered nurse,"Current employee, more than 3 years",,negative,positive,negative,Great place to learn as there never is enough staff so you end up doing everything.,Not enough staff. Administration is a revolving door. nurses come and go. no one stays at this place,,,
Tenet Healthcare,Healthcare,Nurse,23,3.0,"Jun 15, 2021",Typical For-Profit Hospital,Registered nurse,"Current employee, more than 8 years","West Palm Beach, FL",,,,Higher paying in Palm Beach County,Typical for-profit hospital issues - cutting ancillary staff to save money means all of those duties fall on the nurses. You make more money but work much harder for it,West Palm Beach,FL,South
Tenet Healthcare,Healthcare,Nurse,23,3.0,"Jun 15, 2021",It’s healthcare,Registered nurse,Current employee,"Delray Beach, FL",,,,Good health benefits for employees,Nurse to patient ratio is high,Delray Beach,FL,South
Tenet Healthcare,Healthcare,Nurse,23,3.0,"May 30, 2021",Good Experience,Registered nurse,Current employee,"Miami, FL",,,,My experience with their Surgery center & PACU is good.,Staffing is at times short.,Miami,FL,South
Tenet Healthcare,Healthcare,Nurse,24,5.0,"May 25, 2021",Good,Registered nurse,"Current employee, more than 3 years","Palm Springs, CA",positive,positive,positive,Good people and company to work for,Understaffed at times and often work late,Palm Springs,CA,West
Tenet Healthcare,Healthcare,Nurse,24,2.0,"May 18, 2021",Worst management,Registered nurse,Former employee,,negative,negative,neutral,"Plenty of OT available, if you want it.",Management is terrible and about the bottom line.,,,
Tenet Healthcare,Healthcare,Nurse,24,1.0,"Apr 23, 2021",horrible company,Registered nurse,"Current employee, more than 1 year","Phoenix, AZ",negative,negative,negative,a few good docs but that is it,"for-profit hospital with taped together, 30+-year-old equipment, incompetent staff, money-driven million dollar admin staff who could care less",Phoenix,AZ,West
Tenet Healthcare,Healthcare,Nurse,24,4.0,"Mar 25, 2021",Nursing,Registered nurse,"Current employee, more than 3 years","El Paso, TX",positive,positive,positive,"Great management, leadership, and support.","Long hours, and busy hospital.",El Paso,TX,South
Tenet Healthcare,Healthcare,Nurse,24,2.0,"Mar 17, 2021",Newbies Beware,Registered nurse,"Former employee, less than 1 year","Phoenix, AZ",negative,,,No micromanagement! Decent NG pay,"Expensive contract, expectations unmet, unorganized",Phoenix,AZ,West
Tenet Healthcare,Healthcare,Nurse,25,4.0,"Mar 15, 2021",NA,Registered nurse,Current employee,"El Paso, TX",,,,Good staff and management with clients.,Sometimes not receptive to patients.,El Paso,TX,South
Tenet Healthcare,Healthcare,Nurse,25,3.0,"Feb 17, 2021",Ok for a hospital,Registered nurse,"Former employee, more than 1 year","Los Alamitos, CA",,,,"Good teamwork, good coworkers, good benefits","Poor staffing, busy, high turnover",Los Alamitos,CA,West
Tenet Healthcare,Healthcare,Nurse,25,3.0,"Feb 12, 2021",Not the worst,Registered nurse,"Former employee, more than 5 years",,,,,"Pay, hours, schedule, benefits, coworkers","Micromanaging, no appreciation, stressful environment, frequent staff turnover",,,
Tenet Healthcare,Healthcare,Nurse,25,5.0,"Jan 26, 2021",Great,Registered nurse,Current employee,"Birmingham, AL",,,,"Great leaders, great staff, great facility",There are no cons with this company.,Birmingham,AL,South
Tenet Healthcare,Healthcare,Nurse,25,5.0,"Jan 23, 2021",Salary,Registered nurse,Current employee,"Miami, FL",,,,Good company and great management,None so far I have no complaints,Miami,FL,South
Tenet Healthcare,Healthcare,Nurse,26,3.0,"Jan 14, 2021",Microwaved green beans,Registered nurse,Current employee,"San Luis Obispo, CA",negative,neutral,neutral,Love my patients and the people I work with.,"Corporation may be too large, I feel like a number and the company does not reinvest enough in employee retention and maintenance of buildings.",San Luis Obispo,CA,West
Tenet Healthcare,Healthcare,Nurse,26,4.0,"Jan 13, 2021",Abrazo,Registered nurse,Current employee,"Phoenix, AZ",positive,,neutral,There is always work available,"Shortage in staff, employees are overworked",Phoenix,AZ,West
Tenet Healthcare,Healthcare,Nurse,26,2.0,"Jan 12, 2021",PTO expires yearly,Registered nurse,Current employee,"San Antonio, TX",,,,Pay and some values. That’s it,"Old equipment, horrible beds, overworked",San Antonio,TX,South
Tenet Healthcare,Healthcare,Nurse,26,2.0,"Jan 10, 2021",Working at the hospital,Registered nurse,Current employee,,positive,positive,positive,They truly have a lot of work for you!,They don’t really get to know you,,,
Tenet Healthcare,Healthcare,Nurse,26,4.0,"Jan 6, 2021",Great first nursing job.,Registered nurse,"Current employee, less than 1 year","Rock Hill, SC",positive,negative,negative,"Very sick patients and a wide variety of clinical cases. The staff truly care about the patients, and mostly very good teamwork. Lots of bonus incentives to pickup shifts.","They decided to suddenly cut matching 401(k) contributions in September 2020. Management very disorganized. Constantly out of “routine” supplies like garbage bags, hand sanitizer, and wash cloths. Software & computers for charting is pretty slow and frequently don’t work. Severely understaffed which makes nurses work to death.",Rock Hill,SC,South
Tenet Healthcare,Healthcare,Nurse,27,2.0,"Dec 29, 2020",RN Tenet,Registered nurse,Current employee,,,,,Good health insurance benefits available,"Low pay, retirement not good. Company doesn’t care about employees just about money. Won’t pay nurses what they deserve to keep them. A lot of turnover",,,
Tenet Healthcare,Healthcare,Nurse,27,3.0,"Dec 26, 2020",Floor nurse,Registered nurse,"Current employee, less than 1 year",,negative,neutral,neutral,"Coworkers are great, flexible schedule",High nurse to pt ratio 6:1,,,
Tenet Healthcare,Healthcare,Nurse,27,1.0,"Dec 22, 2020",Rn,Registered nurse,Current employee,,negative,,,Great team to work with,Hours are not guaranteed even for full time staff,,,
Tenet Healthcare,Healthcare,Nurse,27,2.0,"Dec 16, 2020",2 rough years,Registered nurse,Current employee,"West Palm Beach, FL",negative,negative,neutral,"Salary, benefits, tuition reimbursement, opportunities to try different areas of nursing","Work load, turnover rate, unsafe work conditions, high nurse to patient ratio",West Palm Beach,FL,South
Tenet Healthcare,Healthcare,Nurse,27,2.0,"Dec 11, 2020",Worst company to work for,Registered nurse,"Former employee, more than 1 year","Miami, FL",negative,neutral,negative,Good payment for new grads,They don’t respect nurses. Too many patients for one nurse. They burned out nurses,Miami,FL,South
Tenet Healthcare,Healthcare,Nurse,1,2.0,"Dec 18, 2024",Greedy company,Certified nursing assistant cna,"Current employee, more than 8 years","Detroit, MI",,,,I’m still trying to figure it out,They don’t appreciate their loyal employees,Detroit,MI,Midwest
Tenet Healthcare,Healthcare,Nurse,1,3.0,"Aug 5, 2024",———-,Certified nursing assistant cna,"Former employee, more than 1 year","Modesto, CA",positive,positive,neutral,"Amazing nurses, teaching hospital, busy environment",Staffing does not care if you are a student and trying to grow refused to give part time until position opened up and even then was only granted based on seniority.,Modesto,CA,West
Tenet Healthcare,Healthcare,Nurse,1,4.0,"Nov 22, 2022",CNA at Tenet,Certified nursing assistant cna,Former employee,,,,,Good coworkers Fair management Able to make own schedule,Short staffed Pay wasn’t great,,,
Tenet Healthcare,Healthcare,Nurse,1,5.0,"Jun 10, 2022",CNA job,Certified nursing assistant cna,"Current employee, more than 8 years","Phoenix, AZ",positive,positive,positive,"Friendly environment, friendly supervisor, Team work","short of staff, need to hire more people",Phoenix,AZ,West
Tenet Healthcare,Healthcare,Nurse,1,1.0,"Jan 16, 2022",Tenet,Certified nursing assistant cna,"Current employee, more than 5 years",,negative,negative,negative,Some locations are better than others.,"Poor management, communication and hourly pay.",,,
Tenet Healthcare,Healthcare,Nurse,2,4.0,"Aug 24, 2021",improvement,Certified nursing assistant cna,Former employee,,positive,positive,positive,great place to work great staff,ones you leave you cant get rehire,,,
Tenet Healthcare,Healthcare,Nurse,2,3.0,"Jul 5, 2020",Good place to start out,Certified nursing assistant cna,"Current employee, more than 1 year","Modesto, CA",positive,positive,positive,"friendly staff, learning a lot, flexibly shifts, not bad pay,","no match 401k, benefits could be better, no classes for licences,",Modesto,CA,West
Tenet Healthcare,Healthcare,Nurse,2,4.0,"Jun 9, 2020",CNA,Certified nursing assistant cna,"Current employee, more than 5 years","Delray Beach, FL",positive,positive,positive,"I work for an agency and I get paid top dollars as a CNA then other CNAs who work in the hospitals or for other agencies. I also get paid overtime, I only work one holiday per year, I don’t need to work every other weekends like most people who work in the hospital. I receive 401k, discounts of vacations, hotels, car rentals, theme parks for kids, iPhones, *weekly pay* and other specs.",I’m per diem which means no health insurance or PTO.,Delray Beach,FL,South
Tenet Healthcare,Healthcare,Nurse,2,2.0,"Apr 7, 2019",Corporate don't xare about patients,Certified nursing assistant cna,"Former employee, more than 3 years","Joshua Tree, CA",negative,negative,negative,coworkers are awesome . Good benefits,"unfair scheduling, short staffed, David cooke",Joshua Tree,CA,West
Tenet Healthcare,Healthcare,Nurse,1,4.0,"Jun 9, 2026",Good work environment with solid pay and bonuses,Nurse practitioner,Current employee,,,,,"Good work environment, good pay; salary plus production bonus","Corporate turn over high. Benefits are expensive, glad I get benefits through my spouse, but the offerings were high costs/low coverage.",,,
Tenet Healthcare,Healthcare,Nurse,1,3.0,"Sep 23, 2025",Good until it’s not,Nurse practitioner,"Current employee, more than 1 year","Phoenix, AZ",negative,positive,negative,"great coworkers, team dynamic is hard to find","Constantly changing demands, low pay, no work life balance",Phoenix,AZ,West
Tenet Healthcare,Healthcare,Nurse,1,4.0,"Dec 1, 2024",Work well,Nurse practitioner,Current employee,"Worcester, MA",,,,"Salary plus bonus, good resources.",Benefits- expensive and pretty bare bones for a health care system,Worcester,MA,Northeast
Tenet Healthcare,Healthcare,Nurse,1,3.0,"Jun 19, 2023",It’s ok,Nurse practitioner,"Current employee, less than 1 year","Goodyear, AZ",,,,Work so much your colleagues become family,It is a big corporation,Goodyear,AZ,West
Tenet Healthcare,Healthcare,Nurse,1,3.0,"May 2, 2023",Eh,Nurse practitioner,"Current employee, more than 8 years","Goodyear, AZ",negative,,,It is Close to home,"For profit hospital system, changes driven by money despite the adverse effects on patient care",Goodyear,AZ,West
Tenet Healthcare,Healthcare,Nurse,2,3.0,"Apr 13, 2023",Tenet,Nurse practitioner,"Current employee, more than 1 year","San Antonio, TX",,,,"Benefits are decent, job experience and exposure is good","Large corporation, administration is very disconnected",San Antonio,TX,South
Tenet Healthcare,Healthcare,Nurse,2,3.0,"Mar 9, 2023",Nurse practitioner review at tenet health,Nurse practitioner,"Current employee, more than 1 year","Charleston, SC",negative,negative,negative,"Pay, bonus, sign on bonus, cme allowance","Terrible leadership, small raises, overall employee dissatisfaction",Charleston,SC,South
Tenet Healthcare,Healthcare,Nurse,2,3.0,"Feb 16, 2022","Not bad, but not extraordinary",Nurse practitioner,"Current employee, more than 8 years","Goodyear, AZ",,,,They are a Large Corporation with lots of opportunities,It’s a for profit corporation and sometimes you feel very disposable,Goodyear,AZ,West
Tenet Healthcare,Healthcare,Nurse,2,5.0,"Jan 28, 2021",Good company,Nurse practitioner,"Former employee, more than 1 year","El Paso, TX",positive,neutral,positive,Good compensation and benefit,2% yearly salary increase at much,El Paso,TX,South
STA,transportation,Driver,1,1.0,"Jun 23, 2026","Good pay and support for moms, but poor management",Bus driver,"Current employee, more than 10 years","Barker, NY",,negative,,"Good pay, great for moms, extra work available.",Management does not have experience in what we do . They do not lead they boss not knowing what they are talking about. Many times more than not they are very disorganized rattling on and on. Management does not hold a cdl. When management gets bad there is no where or no one to turn to for help - upper management never comes around nor are we able to talk to them to get any answers or help.,Barker,NY,Northeast
STA,transportation,Driver,1,4.0,"Sep 4, 2024",Good pay rate comparatively,Bus driver,"Current employee, more than 5 years","Barker, NY",positive,positive,positive,Flexible hours and extra runs always available,Currently short staffed not by fault of employer,Barker,NY,Northeast
STA,transportation,Driver,1,1.0,"Oct 4, 2023",Stay away,Bus driver,Current employee,"Corvallis, OR",negative,negative,negative,None that come to mind,Watch out the mangers are liars,Corvallis,OR,West
STA,transportation,Driver,1,3.0,"Jun 20, 2023",Good place for seasonal work,Bus driver,"Former employee, more than 3 years","Erie, PA",positive,positive,positive,"Nice pay, part time, seasonal, excellent coworkers","No pay in summer, no room for advancement, nepotism when a higher position does open up, low pay for trips and low pay for trainers",Erie,PA,Northeast
STA,transportation,Driver,1,1.0,"Jun 4, 2023",Trust no one,Bus driver,"Former employee, more than 8 years","Jacksonville, FL",negative,negative,negative,They give you experience to do the job,They work you til you don’t want to work no more,Jacksonville,FL,South
STA,transportation,Driver,2,5.0,"Feb 7, 2023",Good job with flexible schedule and pay raises,Bus driver,Former employee,,,,,Good for moms. Supportive and friendly coworkers. Flexible schedule. Summers off.,Early mornings 530am on a cold bus in the winter. But pros outweigh cons imo,,,
STA,transportation,Driver,2,2.0,"Feb 3, 2023",Disappointing experience overall,Bus driver,"Former employee, more than 1 year","Bangor, PA",negative,,neutral,Simple work. Simple pay. Office staff were super helpful and would go above and beyond.,Very basic job. No perks. Terminal Manager wasn’t fantastic with problems - often seems too busy to help.,Bangor,PA,Northeast
STA,transportation,Driver,2,3.0,"Sep 22, 2022",Ok if you are a parent,Bus driver,"Former employee, more than 8 years","Jacksonville, FL",negative,,negative,Used to be able to bring kids to work and off when your kids are off,Unemployment sucks every summer it is something,Jacksonville,FL,South
